2022-12-13,21,3,57,3.2,91,3.2.1.0,JASA MARGA PENGAWALAN DAN PENMASANGAN GANTRY 128 JAGORAWI P EKO,128,250000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,KANIT PJR PENGAWALAN DAN PENGAMANAN BONGKAR GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,PATROLI HK 3 PENGAWALAN DAN PENGAWASAN BONGKAR GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,PATROLI HK 2 PENGAWALAN DAN PENGAMANAN BONGKAR GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,PJR 1 DAN PJR 2 PENGAWALAN DAN PENGMANAN BONGKAR GANTRY 208 P EKO,208,1000000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PENGAMANAN BONGKAR GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PENGMANAN BONGKAR GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-10,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PEMBONGKARAN GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,OJR 1 DAN PJR 2 PENGAWALAN DAN PENGAMANAN BONGKAR GANTRY 208,208,1000000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,PATROLI HK 1 PENGAWALAN DAN PENGAMANAN GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PENGAMANAN PASANG GANTRY 208,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PENGAMANAN PASANG GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,PATROLI HK 3 PENGAWALAN DAN PEMASANGAN GANTRY 208 P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PENGAMANAN PASANG GANTRY 208 JORR S P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,PATROLI HK 2 PENGAWALAN DAN PENGAMANAN PASANG GANTRY 208 JORR P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
2022-12-11,21,3,57,3.2,91,3.2.1.0,HK PENGAWALAN DAN PENGAMANAN PASANG GANTRY 208 JORR P EKO,208,500000,[3.2.1.0] Jamuan EX-ternal
